slug,name,borough,neighborhood,address,cuisines,price_tiers,meal_periods,weeks,sunday_participation,menu_url,reservation_link,listing_url,website,menu_parse_quality
la-masseria,La Masseria,Manhattan,Times Square/Theatre District,"235 W. 48th St., Manhattan, NY, 10036","[""Italian""]","[""$45"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/25577-LaMasseria-menu.pdf,https://www.opentable.com/restref/client/?rid=21001,https://www.nyctourism.com/restaurant-week/la-masseria/,https://lamasserianyc.com,full
la-pecora-bianca-bryant-park,La Pecora Bianca Bryant Park,Manhattan,Midtown West,"20 W. 40th St., Manhattan, NY, 10018","[""Italian""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,,,https://www.nyctourism.com/restaurant-week/la-pecora-bianca-bryant-park/,https://www.lapecorabianca.com/location/bryant-park,
la-pecora-bianca-midtown,La Pecora Bianca Midtown,Manhattan,Midtown East,"950 Second Ave., Manhattan, NY, 10022","[""Italian""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,,https://www.opentable.com/restref/client/?rid=986275,https://www.nyctourism.com/restaurant-week/la-pecora-bianca-midtown/,https://www.lapecorabianca.com/location/midtown,
la-pecora-bianca-nomad,La Pecora Bianca NoMad,Manhattan,Nomad,"1133 Broadway, Manhattan, NY, 10010","[""Italian""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,,,https://www.nyctourism.com/restaurant-week/la-pecora-bianca-nomad/,https://www.lapecorabianca.com/location/nomad,
la-pecora-bianca-soho,La Pecora Bianca SoHo,Manhattan,Soho,"54 Prince St., Manhattan, NY, 10012","[""Italian""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,,,https://www.nyctourism.com/restaurant-week/la-pecora-bianca-soho/,https://www.lapecorabianca.com/location/soho,
la-pecora-bianca-upper-east-side,La Pecora Bianca Upper East Side,Manhattan,Upper East Side,"1562 Second Ave., Manhattan, NY, 10028","[""Italian""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,,,https://www.nyctourism.com/restaurant-week/la-pecora-bianca-upper-east-side/,https://www.lapecorabianca.com/location/la-pecora-bianca-upper-east-side,
la-pecora-bianca-upper-west-side,La Pecora Bianca Upper West Side,Manhattan,Upper West Side,"359 Columbus Ave., Manhattan, NY, 10024","[""Italian""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,,,https://www.nyctourism.com/restaurant-week/la-pecora-bianca-upper-west-side/,https://www.lapecorabianca.com/location/la-pecora-bianca-upper-west-side,
la-sirene,La Sirene,Manhattan,Hudson Square,"558 Broome St., Manhattan, NY, 10013","[""French""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/38865-LaSirene-menu.pdf,,https://www.nyctourism.com/restaurant-week/la-sirene/,https://lasirenenyc.com,partial
la-sirene-uws,La Sirene UWS,Manhattan,Upper West Side,"416 Amsterdam Ave., Manhattan, NY, 10024","[""French""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)""]",1,,,https://www.nyctourism.com/restaurant-week/la-sirene-uws/,https://lasirenenyc.com,
la-tete-dor,La Tête d’Or,Manhattan,Flatiron District,"318 Park Ave. South, Manhattan, NY, 10010","[""Steakhouse""]","[""$60""]","[""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/49695-LaT%C3%AAted%E2%80%99Or-menu.pdf,,https://www.nyctourism.com/restaurant-week/la-tete-dor/,https://www.latetedorbydaniel.com,full
la-voglia,La Voglia,Manhattan,Upper East Side,"1645 Third Ave., Manhattan, NY, 10128","[""Italian""]","[""$30"", ""$45"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/48518-LaVoglia-menu.pdf,,https://www.nyctourism.com/restaurant-week/la-voglia/,https://lavoglianyc.com,full
lafayette,Lafayette,Manhattan,Noho,"380 Lafayette St., Manhattan, NY, 10003","[""French""]","[""$45"", ""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/37827-Lafayette-menu.pdf,https://www.opentable.com/restref/client/?rid=105322,https://www.nyctourism.com/restaurant-week/lafayette/,https://www.lafayetteny.com,partial
lalyn,Lalyn,Manhattan,Garment District,"237 W. 35th St., Manhattan, NY, 10001","[""Thai""]","[""$45"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/51141-Lalyn-menu.pdf,,https://www.nyctourism.com/restaurant-week/lalyn/,https://www.lalynnyc.com,partial
langans,Langan's,Manhattan,Times Square/Theatre District,"114 W. 47th St., Manhattan, NY, 10036","[""American (New)""]","[""$45"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/11284-Langan%27s-menu.pdf,https://www.opentable.com/restref/client/?rid=1394434,https://www.nyctourism.com/restaurant-week/langans/,https://www.langansnyc.com,full
lattanzi-cucina-italiana,Lattanzi Cucina Italiana,Manhattan,Times Square/Theatre District,"361 W. 46th St., Manhattan, NY, 10036","[""Italian""]","[""$45"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/11292-LattanziCucinaItaliana-menu.pdf,https://www.opentable.com/restref/client/?rid=5920,https://www.nyctourism.com/restaurant-week/lattanzi-cucina-italiana/,https://lattanzinyc.com,partial
laut,Laut,Manhattan,Union Square,"15 E. 17th St., Manhattan, NY, 10003","[""Asian Fusion"", ""Thai"", ""Malaysian""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/44195-Laut-menu.pdf,,https://www.nyctourism.com/restaurant-week/laut/,https://lautnyc.com,failed
le-b,Le B.,Manhattan,West Village,"283 W. 12th St., Manhattan, NY, 10014","[""French"", ""American (New)"", ""Continental""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,,https://www.opentable.com/restref/client/?rid=1319164,https://www.nyctourism.com/restaurant-week/le-b/,https://lebnyc.com,
le-district-bar-and-bistro,Le District Bar & Bistro,Manhattan,Battery Park City,"225 Brookfield Place, Manhattan, NY, 10281","[""French""]","[""$30"", ""$45""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/39108-LeDistrictBar%26Bistro-menu.pdf,,https://www.nyctourism.com/restaurant-week/le-district-bar-and-bistro/,https://www.ledistrict.com/bar-bistro,failed
le-gratin,Le Gratin,Manhattan,Lower Manhattan,"The Beekman, 5 Beekman St., Manhattan, NY, 10038","[""French""]","[""$45"", ""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/46408-LeGratin-menu.pdf,,https://www.nyctourism.com/restaurant-week/le-gratin/,https://legratinnyc.com,full
le-jardinier,Le Jardinier,Manhattan,Midtown East,"610 Lexington Ave., Manhattan, NY, 10022","[""French""]","[""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/46529-LeJardinier-menu.pdf,https://www.opentable.com/restref/client/?rid=1041964,https://www.nyctourism.com/restaurant-week/le-jardinier/,https://lejardinier-nyc.com,partial
le-monde,Le Monde,Manhattan,Morningside Heights,"2885 Broadway, Manhattan, NY, 10025","[""French""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/23933-LeMonde-menu.pdf,https://www.opentable.com/restref/client/?rid=349132,https://www.nyctourism.com/restaurant-week/le-monde/,https://www.lemondenyc.com,full
le-pavillon,Le Pavillon,Manhattan,Midtown East,"1 Vanderbilt Ave., Manhattan, NY, 10017","[""French""]","[""$60""]","[""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/45628-LePavillon-menu.pdf,,https://www.nyctourism.com/restaurant-week/le-pavillon/,https://lepavillonnyc.com,partial
le-rivage-restaurant,Le Rivage,Manhattan,Times Square/Theatre District,"340 W. 46th St., Manhattan, NY, 10036","[""French""]","[""$45"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,,https://www.opentable.com/restref/client/?rid=18745,https://www.nyctourism.com/restaurant-week/le-rivage-restaurant/,https://www.lerivagenyc.com,
le-rock,Le Rock,Manhattan,Midtown West,"45 Rockefeller Plaza, Manhattan, NY, 10011","[""French""]","[""$45"", ""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/48212-LeRock-menu.pdf,https://www.opentable.com/restref/client/?rid=1208293,https://www.nyctourism.com/restaurant-week/le-rock/,https://www.lerocknyc.com,full
le-tout-va-bien,Le Tout Va Bien,Manhattan,Hells Kitchen,"311 W. 51st St., Manhattan, NY, 10019","[""French""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/49028-LeToutVaBien-menu.pdf,https://www.opentable.com/restref/client/?rid=1368112,https://www.nyctourism.com/restaurant-week/le-tout-va-bien/,https://letoutvabien.nyc,failed
legasea,Legasea,Manhattan,Garment District,"Moxy Times Square, 485 Seventh Ave., Manhattan, NY, 10018","[""American (New)"", ""Seafood""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/40234-Legasea-menu.pdf,https://www.opentable.com/restref/client/?rid=745729,https://www.nyctourism.com/restaurant-week/legasea/,https://taogroup.com/venues/legasea-bar-grill-new-york,full
leles-roman,Lele's Roman,Brooklyn,Boerum Hill,"Ace Hotel Brooklyn, 252 Schermerhorn St., Brooklyn, NY, 11217","[""Italian""]","[""$30"", ""$45""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,,,https://www.nyctourism.com/restaurant-week/leles-roman/,https://www.lelesroman.com,
leonetta,Leonetta,Manhattan,Murray Hill,"181 Lexington Ave., Manhattan, NY, 10016","[""Mediterranean""]","[""$45""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/49661-Leonetta-menu.pdf,,https://www.nyctourism.com/restaurant-week/leonetta/,https://www.leonettanyc.com,full
leons,Leon’s,Manhattan,Greenwich Village,"817 Broadway, Manhattan, NY, 10003","[""Italian""]","[""$45""]","[""brunch"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/50361-Leon%E2%80%99s-menu.pdf,,https://www.nyctourism.com/restaurant-week/leons/,https://www.leonsnyc.com,full
leuca,Leuca,Brooklyn,Williamsburg,"111 N. 12th St., Brooklyn, NY, 11249","[""Italian""]","[""$30"", ""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/40160-Leuca-menu.pdf,https://www.opentable.com/restref/client/?rid=268384,https://www.nyctourism.com/restaurant-week/leuca/,https://www.leuca.com,full
levant-on-smith,Levant on Smith,Brooklyn,Carroll Gardens,"223 Smith St., Brooklyn, NY, 11201","[""French""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/49369-LevantonSmith-menu.pdf,https://www.opentable.com/restref/client/?rid=1224880,https://www.nyctourism.com/restaurant-week/levant-on-smith/,https://www.levantonsmith.com,full
lido,Lido,Manhattan,Harlem,"2168 Frederick Douglass Blvd., Manhattan, NY, 10026","[""Italian""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/36475-Lido-menu.pdf,https://www.opentable.com/restref/client/?rid=63250,https://www.nyctourism.com/restaurant-week/lido/,https://lidoharlem.com,partial
liman-restaurant,Liman,Brooklyn,Coney Island,"825 Surf Ave., 2nd fl., Brooklyn, NY, 11224","[""Mediterranean"", ""Seafood"", ""Turkish""]","[""$45""]","[""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)""]",0,,,https://www.nyctourism.com/restaurant-week/liman-restaurant/,https://www.limanrestaurant.com,
limusina,Limusina,Manhattan,Hells Kitchen,"441 Ninth Ave., Manhattan, NY, 10001","[""Mexican""]","[""$60""]","[""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/50460-Limusina-menu.pdf,https://www.opentable.com/restref/client/?rid=1448041,https://www.nyctourism.com/restaurant-week/limusina/,https://www.limusinanyc.com,full
lincoln-ristorante,Lincoln Ristorante,Manhattan,Upper West Side,"142 W. 65th St., Manhattan, NY, 10023","[""Italian""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/36125-LincolnRistorante-menu.pdf,https://www.opentable.com/restref/client/?rid=50815,https://www.nyctourism.com/restaurant-week/lincoln-ristorante/,https://www.lincolnristorante.com,partial
little-alley,Little Alley,Manhattan,Murray Hill,"550 Third Ave., Manhattan, NY, 10016","[""Chinese""]","[""$45""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/45565-LittleAlley-menu.pdf,https://www.opentable.com/restref/client/?rid=488713,https://www.nyctourism.com/restaurant-week/little-alley/,https://www.littlealley.nyc,partial
little-chef-little-cafe,Little Chef Little Cafe,Queens,Long Island City,"5-43 48th Ave., Queens, NY, 11101","[""Filipino"", ""American (New)"", ""Eclectic"", ""Delicatessen""]","[""$30"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/44424-LittleChefLittleCafe-menu.pdf,,https://www.nyctourism.com/restaurant-week/little-chef-little-cafe/,https://www.littlecheflittlecafe.com,full
little-maven,Little Maven,Manhattan,Flatiron District,"30 W. 18th St., Manhattan, NY, 10011","[""American (New)""]","[""$30"", ""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/49050-LittleMaven-menu.pdf,,https://www.nyctourism.com/restaurant-week/little-maven/,https://www.littlemavenrestaurant.com,partial
little-thai-kitchen,Little Thai Kitchen,Manhattan,Midtown East,"243 E. 53rd St., Manhattan, NY, 10022","[""Thai""]","[""$45"", ""$60""]","[""brunch"", ""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/49916-LittleThaiKitchen-menu.pdf,,https://www.nyctourism.com/restaurant-week/little-thai-kitchen/,https://www.littlethaikitchenmidtown.com,failed
lore,Lore,Brooklyn,South Slope,"441 7th Ave., Brooklyn, NY, 11215","[""Eclectic""]","[""$30"", ""$45""]","[""brunch"", ""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/46635-Lore-menu.pdf,,https://www.nyctourism.com/restaurant-week/lore/,https://www.lorebrooklyn.com,full
lorenzos-restaurant-bar-cabaret,"Lorenzo's Restaurant, Bar & Cabaret",Staten Island,Bloomfield,"Hilton Garden Inn New York/Staten Island, 1100 South Ave., Staten Island, NY, 10314","[""Italian"", ""American (New)""]","[""$45""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)""]",1,,https://www.opentable.com/restref/client/?rid=79729,https://www.nyctourism.com/restaurant-week/lorenzos-restaurant-bar-cabaret/,https://lorenzosdining.com,
luigis,Luigi's,Queens,New Hyde Park,"265-21 Union Tpke., Queens, NY, 11040","[""Italian""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,,https://www.opentable.com/restref/client/?rid=106588,https://www.nyctourism.com/restaurant-week/luigis/,https://www.luigisnewhydepark.com,
lure-fishbar,Lure Fishbar,Manhattan,Soho,"142 Mercer St., Manhattan, NY, 10012","[""Seafood""]","[""$45"", ""$60""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/29985-LureFishbar-menu.pdf,https://www.opentable.com/restref/client/?rid=3358,https://www.nyctourism.com/restaurant-week/lure-fishbar/,https://www.lurefishbar.com/location/lure-fishbar-new-york,partial
mables-smokehouse-williamsburg,Mable's Smokehouse and Banquet Hall,Brooklyn,Williamsburg,"44 Berry St., Brooklyn, NY, 11249","[""Barbecue""]","[""$45"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)""]",1,,,https://www.nyctourism.com/restaurant-week/mables-smokehouse-williamsburg/,https://mablessmokehouse.com,
mae-mae-cafe-and-plant-shop,Mae Mae Cafe & Plant Shop,The Bronx,Mott Haven,"2417 Third Ave., Bronx, NY, 10451","[""Eclectic"", ""Vegan"", ""Vegetarian"", ""Bars/Cocktails""]","[""$30""]","[""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",0,,,https://www.nyctourism.com/restaurant-week/mae-mae-cafe-and-plant-shop/,https://www.maemaecafe.com,
maggies-place,Maggie's Place,Manhattan,Midtown East,"21 E. 47th St., Manhattan, NY, 10017","[""American (New)"", ""Irish""]","[""$30"", ""$45""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/46077-MaggiesPlace-menu.pdf,,https://www.nyctourism.com/restaurant-week/maggies-place/,https://www.maggiesnyc.com,full
maiella,Maiella,Queens,Long Island City,"4610 Center Blvd., Queens, NY, 11109","[""Italian""]","[""$45""]","[""brunch"", ""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/39720-Maiella-menu.pdf,https://www.opentable.com/restref/client/?rid=162811,https://www.nyctourism.com/restaurant-week/maiella/,https://www.maiellalic.com,partial
maison-madison,Maison Madison,Manhattan,Battery Park City,"301 South End Ave., Manhattan, NY, 10280","[""French"", ""Bars/Cocktails""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/51079-MaisonMadison-menu.pdf,,https://www.nyctourism.com/restaurant-week/maison-madison/,https://www.maisonmadisonny.com,failed
maison-passerelle,Maison Passerelle,Manhattan,Lower Manhattan,"Printemps New York, 1 Wall St., Manhattan, NY, 10005","[""French""]","[""$45"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/49698-MaisonPasserelle-menu.pdf,,https://www.nyctourism.com/restaurant-week/maison-passerelle/,https://maisonpasserellenyc.com,full
maison-pickle,Maison Pickle,Manhattan,Upper West Side,"2315 Broadway, Manhattan, NY, 10024","[""American (Traditional)"", ""American (New)""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/41039-MaisonPickle-menu.pdf,,https://www.nyctourism.com/restaurant-week/maison-pickle/,https://www.maisonpickle.com,partial
maizal,Maizal,Staten Island,Rosebank,"990 Bay St., Staten Island, NY, 10305","[""Mexican""]","[""$30"", ""$45""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,,,https://www.nyctourism.com/restaurant-week/maizal/,https://www.maizalrestaurant.com,
majorelle,Majorelle,Manhattan,Upper East Side,"The Lowell, 28 E. 63rd St., Manhattan, NY, 10065","[""French"", ""Mediterranean""]","[""$60""]","[""dinner""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)""]",0,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/51084-Majorelle-menu.pdf,https://www.opentable.com/restref/client/?rid=192367,https://www.nyctourism.com/restaurant-week/majorelle/,https://www.lowellhotel.com/restaurants-and-bar/majorelle/57-1,partial
malii-gramercy,Malii Gramercy,Manhattan,Gramercy,"391 Second Ave., Manhattan, NY, 10010","[""Thai""]","[""$30"", ""$45""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)"", ""Week 7 (Sept 1 - Sept 6)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/46060-MaliiGramercy-menu.pdf,,https://www.nyctourism.com/restaurant-week/malii-gramercy/,https://www.maliigramercy.com,partial
mama-mezze,Mama Mezze,Manhattan,Nomad,"1123 Broadway, Manhattan, NY, 10010","[""Mediterranean""]","[""$30"", ""$45""]","[""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)""]",1,,,https://www.nyctourism.com/restaurant-week/mama-mezze/,https://www.mamamezze.com,
mamo-restaurant,Mamo,Manhattan,Soho,"323 West Broadway, Manhattan, NY, 10013","[""Italian""]","[""$45"", ""$60""]","[""brunch"", ""dinner"", ""lunch""]","[""Week 4 (Aug 10 - Aug 16)"", ""Week 5 (Aug 17 - Aug 23)"", ""Week 6 (Aug 24 - Aug 31)""]",1,https://nyc-tourism-public.s3.amazonaws.com/srw26/menus/39140-Mamo-menu.pdf,,https://www.nyctourism.com/restaurant-week/mamo-restaurant/,https://mamorestaurant.com,full
